table,field,ddl_declaration,ddl_not_null,source_path,source_line,manifest_planes,build_disposition,capability,recommended_timing,recommended_owner,recommendation
master.payment_method,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/master/03_tables.sql,1471,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
master.payment_method,status,text NOT NULL DEFAULT 'active',True,server/db/ddl/planes/neon/master/03_tables.sql,1471,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_method,is_active,boolean GENERATED ALWAYS AS ((status = 'active'::text)) STORED,False,server/db/ddl/planes/neon/master/03_tables.sql,1471,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_method,status_changed_at,timestamptz,False,server/db/ddl/planes/neon/master/03_tables.sql,1471,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_method,status_changed_by,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1471,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_method,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/master/03_tables.sql,1471,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_method,created_by,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1471,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_method,updated_at,timestamptz,False,server/db/ddl/planes/neon/master/03_tables.sql,1471,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_method,updated_by,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1471,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term,code,text NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,name,text NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,description,text,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,applicable_to,master.payment_term_applicability_d NOT NULL DEFAULT 'BOTH',True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,base_event,master.payment_term_base_event_d NOT NULL DEFAULT 'INVOICE_DATE',True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,due_rule_type,master.payment_term_due_rule_d NOT NULL DEFAULT 'NET_DAYS',True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,due_days,smallint,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,due_day_of_month,smallint,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,grace_days,smallint NOT NULL DEFAULT 0,True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,due_date_flexibility,master.payment_term_flexibility_d NOT NULL DEFAULT 'FIXED',True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,business_day_convention,master.business_day_convention_d NOT NULL DEFAULT 'NONE',True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,holiday_calendar_id,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,month_offset,smallint NOT NULL DEFAULT 0,True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,term_category,text NOT NULL DEFAULT 'standard',True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,installment_count,smallint,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,version,integer NOT NULL DEFAULT 1,True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,is_current_version,boolean NOT NULL DEFAULT true,True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,discount_selection_mode,master.payment_term_discount_selection_d NOT NULL DEFAULT 'BEST_ELIGIBLE',True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,replaces_payment_term_id,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,sort_order,smallint NOT NULL DEFAULT 0,True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
master.payment_term,status,master.payment_term_status_d NOT NULL DEFAULT 'draft',True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term,is_active,boolean GENERATED ALWAYS AS (status = 'active') STORED,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term,status_changed_at,timestamptz,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term,status_changed_by,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term,created_by,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term,updated_at,timestamptz,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term,updated_by,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1535,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_clause,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_clause,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_clause,payment_term_id,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,clause_code,text NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,clause_type,master.payment_term_clause_type_d NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,sequence_no,smallint NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,settles_clause_code,text,False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,application_scope,master.payment_term_application_scope_d NOT NULL DEFAULT 'HEADER',True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,basis_amount_mode,master.payment_term_basis_mode_d NOT NULL DEFAULT 'GROSS',True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,calc_mode,master.payment_term_calc_mode_d NOT NULL DEFAULT 'PERCENT',True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,default_pct,"numeric(7,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,default_amount,"numeric(18,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,currency_code,character(3),False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,flexibility_mode,master.payment_term_flexibility_d NOT NULL DEFAULT 'FIXED',True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,min_pct,"numeric(7,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,max_pct,"numeric(7,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,min_amount,"numeric(18,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,max_amount,"numeric(18,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,cumulative_cap_pct,"numeric(7,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,cumulative_cap_amount,"numeric(18,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,trigger_event,text,False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,release_event,text,False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,release_delay_days,smallint,False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,recovery_start_after_pct,"numeric(7,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,recovery_end_before_pct,"numeric(7,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,recovery_method,text,False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,partial_release_pct,"numeric(7,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,partial_release_event,text,False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,rounding_method,master.payment_term_rounding_method_d NOT NULL DEFAULT 'ROUND_HALF_UP',True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,rounding_scale,smallint NOT NULL DEFAULT 2,True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_clause,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
master.payment_term_clause,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_clause,created_by,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_clause,updated_at,timestamptz,False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_clause,updated_by,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1621,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_discount_tier,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_discount_tier,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_discount_tier,payment_term_id,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_discount_tier,tier_no,smallint NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_discount_tier,qualify_within_days,smallint NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_discount_tier,discount_pct,"numeric(7,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_discount_tier,discount_fixed,"numeric(18,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_discount_tier,currency_code,character(3),False,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_discount_tier,discount_basis_mode,master.payment_term_discount_basis_d NOT NULL DEFAULT 'GROSS',True,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_discount_tier,min_invoice_amount,"numeric(18,4)",False,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Internal finance / treasury,Configure reference rules centrally; select terms per transaction; method dictates required bank details.
master.payment_term_discount_tier,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,Terms before contract/commitment; rail setup before payment,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
master.payment_term_discount_tier,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_discount_tier,created_by,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_discount_tier,updated_at,timestamptz,False,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.payment_term_discount_tier,updated_by,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1800,neon,Source definition; verify deployment separately,Payment configuration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,canonical_party_id,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Governed identity correlation when established,Identity reviewer/service,No automatic cross-tenant merge by name.
master.business_partner,representation_purpose_code,text NOT NULL DEFAULT 'default',True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Buyer acceptance,Identity policy,Resolve representation purpose; not a requester field.
master.business_partner,code,text NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed on create,Numbering service,Generate according to tenant numbering policy.
master.business_partner,name,text NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Intake: required,Internal user or supplier,One Registered name; 320-character DDL limit.
master.business_partner,partner_category,master.business_partner_category_d NOT NULL DEFAULT 'organization',True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed on create,Service,organization only; no chooser.
master.business_partner,ownership_class,master.business_partner_ownership_d NOT NULL DEFAULT 'external',True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Buyer acceptance before role classification,Internal reviewer,External/intercompany is independent of who enters the data.
master.business_partner,legal_classification,master.business_partner_legal_classification_d,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Before binding contract if policy requires,Internal reviewer,Classification rules; hide from ordinary initial request.
master.business_partner,category_locked_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,category_locked_by,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,record_version,bigint NOT NULL DEFAULT 1,True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,legal_form,text,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Before binding contract if policy requires,Internal reviewer; supplier proposes,Optional at intake; country-specific applicability.
